Conversation Id,Last Skill,Agent Name,Messages
CH0a11bfdc12544e818f1f0bd7bb4f6e76,GPT_Doctors,BOT,"Consumer: hi gm
Consumer: which hospitals or clinics can i show my maid to for cold and cough
Consumer: where her insurance is covered
Bot: Hello, I am Doctor Mia. Please have your maid reach out to us directly to discuss her symptoms. This allows for the most accurate and direct symptom assessment, as we need to speak directly with the patient.
Consumer: sore throat and headache
Bot: When did your maid's sore throat and headache start?
Consumer: since yesterday morning
Bot: Please look at the picture. Which number shows where your maid's pain is?
Bot: nan
Consumer: 2
Bot: Can your maid describe the headache? Is it a cutting pain, a soft pain, or a beating pain?
Consumer: soft pain, main is throat pain is strong
Bot: How severe is your maid's throat pain? Is it a little, medium, or a lot?
Consumer: a lot
Bot: What makes your maid's throat pain worse?
Consumer: swallowing and talking
Bot: What makes your maid's throat pain better?
Consumer: dont know... just trying warm salt water
Bot: Has your maid tried any other treatments or medications for her throat pain or headache?
Consumer: gave her panadol advance in the afternoon for headache, then panadol cold and flu in the night . lil relief only
Bot: Based on these symptoms, a clinic visit is not required at this time.

Your maid can take Ibuprofen 400mg tablets. She should take one tablet every 8 hours with food for 3 to 5 days.

She should also:
* Drink plenty of warm liquids like water or tea.
* Get enough rest.
* Avoid talking too much to rest her throat.
* Continue gargling with warm salt water several times a day.

Your maid should start feeling better within 3 to 5 days. If her symptoms do not improve or get worse, please contact us again.
Consumer: Thankyou
Bot: You are welcome. :blush:
Bot: I hope I was able to assist you today. If you have any further concerns or your maid ever feels unwell, donât hesitate to reach out. I'm always here to help! :relaxed:ï¸"
CH0b84541a58854201b80936a0a585e32c,GPT_Doctors,BOT,"Consumer: Hello
Consumer: Good morning
Consumer: My maid Genet has been sick for 3 days with fever
Consumer: Please send her a driver to take her to the doctor
Bot: Hello, I am Doctor Mia. For the most accurate symptom assessment, please have your maid reach out to us directly to discuss her symptoms. This allows us to understand her condition better and provide the best possible assistance.
Consumer: Hello Dr Mia
Consumer: Please provide a number she can reach out at
Bot: Your maid can reach us directly at https://wa.me/971506715943 to discuss her symptoms.
Bot: I hope I was able to assist you today. If you have any further concerns or your maid ever feels unwell, donât hesitate to reach out. I'm always here to help! :relaxed:ï¸"
CH0c867f3b85274fadb7e6be2a43557de2,GPT_Doctors,BOT,"Consumer: Hi
Consumer: Tamima is going through a medical case not sure what it is
Consumer: Plz respond fast
Bot: Hello, I am Doctor Mia. Please tell me more about Tamima's symptoms so I can help.
Bot: Hello, I am Doctor Mia. Please have your maid reach out to us directly to discuss her symptoms. This allows for the most accurate and direct symptom assessment, as we need to speak directly with the patient.
Bot: I am here to assist you further if you have any other questions.
Consumer: How ?
Consumer: Call us plz
Consumer: Emergency
Consumer: Pain is a cute
Consumer: Acute
Bot: I understand this is an urgent situation. For the most accurate and direct assistance, please have your maid reach out to us directly through this chat to discuss her symptoms. This allows us to understand her condition better and provide the best possible guidance.
Consumer: How !!!!!!!!!
Consumer: Send her the number and support on chat ?
Consumer: She chats Ethiopian
Consumer: U know ?
Bot: Please ask your maid to contact us directly on WhatsApp through this link: https://wa.me/971506715943. We can support her in multiple languages to ensure she can explain her symptoms clearly.
Consumer: I can pass her the phone she doesnât know English
Bot: That would be very helpful. Please pass the phone to your maid. I can communicate in multiple languages to understand her symptoms.
Consumer: On this I can do
Consumer: Again she in severe pain cannot type
Consumer: Call now plz !!!!
Consumer: Now !!
Consumer: Hello ???"
CH0c867f3b85274fadb7e6be2a43557de2,Doctor,Anthony Assaf,"Agent: Miss Hala I understad that you need a call but I am  Doctor and I am assisting other patients as well.
Can she send a voice message in arabic or ethiopian language?
She can do that from your mobile and I can assist her.
Consumer: Did u even notify the team ?
Agent: I am the Doctor she will need to communicate with me, if you want I can send her a message and I can communicate with her in ethiopian language or arabic I don't mind.
Consumer: nan
Consumer: ???????"
CH0c867f3b85274fadb7e6be2a43557de2,Doctor,Amal Abdellah,"Agent: nan
Consumer: English as well plz ? 
What I shall I do
Consumer: I wanna know what to do
Consumer: Am panicking plz as she looks in pain
Consumer: nan
Consumer: nan
Agent: nan
Consumer: nan
Agent: Your medical case requires a clinic visit; you will need to see a GP and a neurologist specialist if recommended by the GP.
The clinic that has both doctors is Dr. Ismail's Day Surgical center Karama.
Clinic name: Dr Ismail Day Surgical Centre, Karama
Location: https://maps.app.goo.gl/bUk9MKF86EFMb2kW8
Phone number: 971 4 337 8585 
Consumer: What does she have ?
Consumer: I am in Sharjah
Consumer: nan
Agent: Miss Hiba, your helper has a disc prolapse; she will mostly need a GP and a neurologist. I sent her Dr ismail Day Surgical Center in Karama because they have both doctors.
She needs to see the GP first, and the GP will let her know if a specialist visit is required.
Consumer: How about the payment ?
Consumer: What is the insurance policy and payment who pays for this.
Agent: Your Insurance Card Number is H363-EM3F-LFLH-KLED. Your insurance is provided by NAS and managed by Orient. Please ensure you always carry your Emirates ID with you.

Your policy covers 80% of clinic visits and 70% of pharmaceutical costs. We recommend bringing at least 100 AED when visiting the clinic
Consumer: Who will pay me or her ?
Agent: Your helper's insurance covers 80% of her clinic visit costs. Also, if your maid gets a prescription for medicine from the clinic, her insurance will cover 70% of the medication cost.
Consumer: Shall I give her any volt fast til I reach there.  ?
Consumer: She had one panadol advanced
Consumer: Also I am checking NMC 
New Medical Centre, Sharjah 
In majaz 1
Agent: Yes sure she will benefit from volt fast.
Agent: f you need clinics in Sharjah you can check this link to find the nearest clinic for you:
https://maids.page.link/ytgz5ZuV98xFnv649
Consumer: Great, thanks but I cannot search by specialty
Consumer: ?? Sharjah
Consumer: I need to contact contact center but they keep directing me to this chat
Consumer: Can u close it somehow ?"
CH0c867f3b85274fadb7e6be2a43557de2,Doctor,Anthony Assaf,"Agent: I am sorry for my late rely, the link will shaow you the nearest clinic to your location.
If you want you can take her to any nearby clinic in Sharjah.
The GP will evaluate her and he will provide her with a referral letter to see a specialist if needed.
Consumer: Ok
Agent: Is there anything else I can help you with?
Consumer: No thanks
Agent: I would also love to let you know that her insurance is with Nas, managed by Orient.
Her insurance will cover 80% of her clinic visit and 70% of pharmaceuticals.
Her card number is : H363-EM3F-LFLH-KLED

Consumer: I need someone to accompany her"
CH0c867f3b85274fadb7e6be2a43557de2,Doctor,Amal Abdellah,"Agent: One moment I will let you know.
Agent: Since she in Sharjah that will be hard for someone to be with her.
If you want we can send her to Dubai to aster clinic al Quoz next to our accommodation our nurse can be with her.
Consumer: She is in Dubai center but I want someone r to pick her up the and return to Sharjah
Agent: Can you please clarify if you mean that she is in dubai now?
I need her current location to book a ride.
Do you want her to visit a clinic today?
Consumer: Yes she is in the clinic now
Consumer: Dubai
Agent: Which clinic did she visit?"
CH0e9837ed673441839d26163d45e3a109,GPT_Doctors,BOT,"Consumer: It's ok Ill go NMc
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury."
CH105e666026ab458e9a182f2fa9ad8449,GPT_Doctors,BOT,"Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.
System: Hello! :blush: I'm checking in to see how you're feeling today. How are you doing?
Consumer: Hello good morning ma'am,i feel good thanks
Bot: Hello! How may I assist you today?"
CH11909de27b70480da73aa69aeeb59e87,GPT_Delighters,BOT,"Consumer: Why like that
Bot: I understand your question might be about the referral bonus. This is a way for you to earn extra money by referring friends to work with us. 

If you're asking about something else, could you please provide more details about what you're referring to? I'm here to help with any questions you might have.
Consumer: Insurance is always rejected"
CH11909de27b70480da73aa69aeeb59e87,Doctor,Leen Rizk,"Agent: Did you visit the clinic? 
Consumer: Yes
Agent: Did you visit the GP first? 
Consumer: Ill go already there
Consumer: They apply to my insurance always rejected
Agent: Did you visit the General practitioner first? If you have any reports, please send them. 
Consumer: In my 3yrs under maid cc visa only now i will use my insurance then rejected
Consumer: Yes
Consumer: She told me injection and bloodtest and drip
Consumer: But they apply my insurance is rejected
Agent: Please send me the referral letter. The clinic should submit a claim with a medical justification for all the procedures they intend to perform. After that, the process can proceed .
Consumer: They not give anything to me
Consumer: Only said wait for approval of my insurance
Consumer: But everytime rejected
Agent: I understand your concern. However, please note that while we purchase the insurance on your behalf, the claims approval process is handled directly by NAS, the insurance provider. Typically, surgery claims take up to 48 hours for evaluation, while clinic claims are usually reviewed within about 2 hours. If you experience any delays, we recommend checking with the clinic or hospital to ensure theyâve submitted all necessary documents for the claim. For the most accurate update, itâs best to contact NAS directly at 800-2311.
Consumer: You give that clinic
Consumer: That clinic not good
Agent: Do you want me to provide you with another one? 
Consumer: The al sanaiya call me only injection they approve
Consumer: How about the blood test and drip
Consumer: No i waste 150 aed already for nothing
Agent: If the blood test and drip claims are rejected, please ask the clinic to resubmit the claim with a proper medical justification. Alternatively, you can contact the insurance company directly to inquire about the reason for the rejection.
Consumer: They submit everytime
Consumer: But always rejected
Agent: If you would like assistance tracking the status of your claim, I recommend downloading the 'MyNAS' app. This app lets you monitor claim updates, view reasons for any rejections, and provides guidance on next steps.
Consumer: Im waiting now for bus to go home
Agent: Let me know if you didn't feel better.
Hope you will get well soon, Jonalyn! 
Consumer: No still my stomach is paining
Agent: Yes, you should take the prescribed medication and give your body time to heal.
Feel free to reach out to us again if you need any help. 
Consumer: I need the approval of my insurance
Consumer: But rejected
Agent: I understand your concern, and I just want to clarify that we are not the ones who handle insurance claim approvals. There is a team at the insurance company responsible for that. You may contact them again, and they should be able to explain the reason for the rejection in detail.
Consumer: Maybe if u are 50 50 u will die waiting for insurance approval because you will not be sure if they will approved or not
Consumer: Only waiting long time then at the end they will reject what you need
Agent: Jonalyn, please take the prescribed medication as directed. If youâre not feeling well or if your symptoms donât improve, please let me know. Our team will do our best to support you.
Agent: This is something between the clinic and the insurance company. The clinic should either provide you with a referral letter or submit a claim based on that.
Consumer: I dont know like what i told u that clinic not good
Consumer: They dont know how to entertain the patient
Agent: I'm truly sorry for what you're experiencing. If you don't feel better by tomorrow, please let me know â I'll provide you with another option."
CH12510392eedf4a7d8354373256f2b088,GPT_Doctors,BOT,"Consumer: Hi
Bot: You can track your claims and approvals through the MyNAS application.
Consumer: I called them already
Consumer: But still no response for the approval
Consumer: It was rejected
Consumer: My thyroid hormones is high and I need the medication for that.
Consumer: And why they rejected"
CH12510392eedf4a7d8354373256f2b088,Doctor,Majd Aldebs,"Agent: Thank you for reaching out. Please note that while we arrange the insurance, the claims approval process is managed by NAS, the insurance provider. Some treatments or tests may not be covered, depending on the specifics of the plan. Claims can also be rejected if the clinic or hospital does not submit the required documents or reasons for the treatment. For the quickest and most accurate assistance, we recommend contacting NAS directly at 800-2311.
Agent:  I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

Stay Safe in the Kitchen!
Your hands are your greatest toolsâprotect them! When using a knife, stay focused and avoid distractions to prevent accidents. Your safety is always my top priority."
CH12805f531ec445c99c6b26d070d1c2a1,GPT_Doctors,BOT,"Consumer: Okay, I feel like resigning, but I have feelings in my body, so I donât have any insurance
Bot: I'm sorry to hear that, Roselyn. Could you please explain your issue more? I'm here to help you.
Bot: please go to maids.cc/complaintresignation
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury."
CH12df3c20c1a94588a5caa4015f08254c,GPT_Doctors,BOT,"Consumer: Hello, good morning. How much is the co pay % of their policy?
Bot: The insurance will cover 80% of clinic visits, and 70% of the cost if your maid gets medicine from the clinic with a prescription. The insurance is under NAS managed by Orient. Please have your maid reach out to me directly to discuss her symptoms. This will allow for the most accurate and direct symptom assessment.
Bot: We hope your maid is feeling okay! We care about her and want to help. If you need anything or if itâs urgent, please tell us. Weâre here for you.
Consumer: She is being admitted now because she needs surgery. How much is in patient coverage for gallbladder stones?
Bot: I understand your maid is being admitted for surgery for gallbladder stones. All medical tests and procedures need to be pre-approved by the insurance, with the exception of life-threatening emergencies.
Bot: I hope I was able to assist you today. If you have any further concerns or your maid ever feels unwell, donât hesitate to reach out. I'm always here to help! :relaxed:ï¸"
CH13adbf2e88de4cef96db2ba3a963d953,,,System: Hello! :blush: I'm checking in to see how you're feeling today. How are you doing?
CH15ac9a7b2da8451cbba5f6424eedc956,GPT_Doctors,BOT,"Consumer: Thanks alot doc
Bot: I see you have sent a screenshot of a clinic's information. Would you like to know if this clinic is covered by your insurance?
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury."
CH19807c53f55a4005b90ed35cf0169899,GPT_Doctors,BOT,"Consumer: Hello Doctor
Bot: Hello, I am Doctor Mia. How can I help you today?
Consumer: I want to consult with you about my skin
Consumer: I have skin problem
Bot: When did your skin problem start?
Consumer: Last 3 months ago
Consumer: nan
Bot: Where on your body is the skin problem located?
Consumer: nan
Consumer: on my face
Bot: How would you describe the skin problem? Is it a rash, dry skin, or something else?
Consumer: I send you pictures
Consumer: Can you check please
Bot: How would you describe the skin problem? Is it a rash, dry skin, or something else?
Bot: I have seen the pictures. How would you describe the skin problem? Is it a rash, dry skin, or something else?
Consumer: Now I feel so pain
Bot: Where exactly is your pain located?
Consumer: On the Spot
Bot: Is the pain a cutting pain, a soft pain, or a beating pain?
Consumer: nan
Bot: Is the pain a cutting pain, a soft pain, or a beating pain?
Consumer: When we have Pimple we feel pain right?
Consumer: It's normal pain
Consumer: But I have a lot of pimple
Bot: What makes your pimples worse?
Consumer: That why I feel pain more than normal pain
Bot: What makes your pimples worse?
Consumer: I don't exactly
Bot: What makes your pimples better or go away?
Consumer: Last 5 days ago I was consult with the skin ldoctor from online
Consumer: He is from our country
Bot: Have you tried any treatments or medications for your pimples?
Consumer: And he give me some medicine
Consumer: No
Bot: Did you take the medicine the online doctor gave you?
Consumer: Not yet
Bot: Have you tried any other remedies or treatments for your pimples?
Consumer: I would like to confirm from you
Consumer: Can I show the medicine
Bot: Yes, you can show me the medicine.
Consumer: áá­ááºá¸áá±á¸
á)Clindamycin gel ááááºá
á)Tretinon 0.05% cream 


Doxycycline 100mg
Bot: For your pimples, it is best to see a doctor at a clinic to get a proper check-up and prescription. Can you please share your full address, including the street, building, and city?
Consumer: Yes
Bot: Please share your full address, including the street, building, and city.
Consumer: Al Qudrah street, The Sustainable City,Cluster 3 ,NO C06
Consumer: Did you check the medicine?
Consumer: Can I buy from you?
Consumer: Or
Bot: Here are the nearest covered Clinics to you:
(1) Advanced Care Medical Center Branch (DIP) - Dubai
Address: https://www.google.com/maps?q=24.975898,55.1982839
Telephone: 97148850788


(2) DR. ISMAIL POLYCLINIC MALL BR(JEBAL ALI 1ST) DUBAI
Address: https://www.google.com/maps?q=24.978625,55.137434
Telephone: 97143474537


(3) G S M MEDICAL CENTRE (AL SATWA) DUBAI
Address: https://www.google.com/maps?q=25.0041191,55.1522054
Telephone: 97148831002
Consumer: Where can I buy
Bot: I cannot sell medicine. You will need a prescription from a clinic to buy those medicines from a pharmacy.
Consumer: Yes
Consumer: So I cann't buy?
Bot: You cannot buy those medicines without a prescription. You need to visit a clinic to get a prescription first.
Consumer: I can not get the prescriptio from you?
Bot: I cannot give you a prescription. You need to visit a clinic to get a prescription.
Consumer: You share the location is so far from me
Consumer: Almost 3 hr to go
Bot: You can find more clinics by checking this link: https://maids.page.link/ytgz5ZuV98xFnv649.
Consumer: Can I go any clinics by my insurance ?
Bot: The insurance will cover 80% of clinic visits, and 70% of the cost if you get medicine from the clinic with a prescription. The insurance is under NAS managed by Orient. To help you best, can you please tell me about your symptoms?
Consumer: Just a lot of pimple
Consumer: only that
Consumer: I have nothing fever
Bot: For your pimples, it is best to see a doctor at a clinic.
Consumer: Yes
Bot: Do you have any other questions or need further assistance?
Consumer: No thank you
Bot: You are welcome.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury."
CH1983efedcd364f26bcd85c06e5198183,GPT_Doctors,BOT,"Consumer: Thank you mam I'm fine  now :pray: I just wanted for check up only if my sugar is normal and my Blood pressure that's only
Bot: Hello, I am Doctor Mia. When did you first start feeling this pain in your hand and finger?
Consumer: Last week I felt like trembling my finger and something I've think its back like before last year it happen to me I have taken my neurobion vitamin e
Consumer: That's the reason I'm.olanning for check up it's because of my hands also
Bot: Can you describe the trembling? Is it a little trembling, a medium trembling, or a lot of trembling?
Consumer: A little only Doc before I've gone this the Doctor given to me this vitamin e neurobion
Bot: How long does the trembling last when it happens? Is it constant or does it come and go?
Consumer: Sometimes my hand is strong my finger is pain
Bot: Can you describe the pain in your finger? Is it a cutting pain, a soft pain, or a beating pain?
Consumer: My vitamins for nerve is neurobion
Bot: Where exactly is the pain located on your finger?
Consumer: So its need for check up or no for now I'm back taken my nerve vitamins so sometimes feel better
Bot: Where exactly is the pain located on your finger?
Consumer: 1finger my left hand is like have a niddle  i felt
Bot: What makes the pain in your finger worse?
Bot: We hope youâre feeling okay! We care about your health and want to help. If you need anything or if itâs urgent, please tell us. Weâre here for you.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. Itâs important to speak up so we can guide you and make sure you have all the information and support you need. Iâm always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury."
CH1a4a1d6fbba04d4e898500b76fbed7d8,DOCTORS_BOT,BOT,"Consumer: Hello doctor this is Selina....
Bot: To get a job as a full-time maid in Dubai, please whatsapp us on the following number and the recruitment team will answer you in seconds: wa.me/971507497417"
